tract_geoid,state_fips,county_fips,travel_minutes,population_total,travel_minutes_ground,scenario
01059972900,01,01059,2809.718051927123,3946,2809.718051927123,ground_only
01059973000,01,01059,2798.3610337494006,5557,2798.3610337494006,ground_only
01059973100,01,01059,2783.117915710303,2320,2783.117915710303,ground_only
01059973200,01,01059,2794.641340054378,4202,2794.641340054378,ground_only
01059973300,01,01059,2809.3335593408883,3222,2809.3335593408883,ground_only
01059973400,01,01059,2757.312853538923,2407,2757.312853538923,ground_only
01059973500,01,01059,2762.5765125681323,2771,2762.5765125681323,ground_only
01059973600,01,01059,2766.9533690690073,1439,2766.9533690690073,ground_only
01059973701,01,01059,2790.4782912786377,1735,2790.4782912786377,ground_only
01059973702,01,01059,2799.337043790611,1071,2799.337043790611,ground_only
01059973703,01,01059,2811.759608096484,3341,2811.759608096484,ground_only
01061050100,01,01061,3058.351045251209,4391,3058.351045251209,ground_only
01061050200,01,01061,3079.3531033420927,1938,3079.3531033420927,ground_only
01061050300,01,01061,3079.9234828397566,5691,3079.9234828397566,ground_only
01061050400,01,01061,3099.329243710953,5564,3099.329243710953,ground_only
01061050500,01,01061,3112.5251699318833,4740,3112.5251699318833,ground_only
01061050600,01,01061,3123.0236790228105,4323,3123.0236790228105,ground_only
01063060000,01,01063,2782.8404403869245,1694,2782.8404403869245,ground_only
01063060101,01,01063,2799.631665467173,1530,2799.631665467173,ground_only
01063060102,01,01063,2805.176732367145,2248,2805.176732367145,ground_only
01063060200,01,01063,2800.3649422795775,2234,2800.3649422795775,ground_only
01065040000,01,01065,2840.9830657626417,4096,2840.9830657626417,ground_only
01065040100,01,01065,2825.53596701159,1308,2825.53596701159,ground_only
01065040200,01,01065,2846.675567523106,1275,2846.675567523106,ground_only
01065040300,01,01065,2823.114549165026,2247,2823.114549165026,ground_only
01065040401,01,01065,2835.420166194949,2660,2835.420166194949,ground_only
01065040402,01,01065,2839.671360504629,1690,2839.671360504629,ground_only
01065040500,01,01065,2839.3471767754277,1466,2839.3471767754277,ground_only
01067030100,01,01067,3129.6635101781612,1514,3129.6635101781612,ground_only
01067030200,01,01067,3139.7275607286847,2654,3139.7275607286847,ground_only
01067030300,01,01067,3152.5418797679895,2929,3152.5418797679895,ground_only
01067030400,01,01067,3134.766553407591,1753,3134.766553407591,ground_only
01067030500,01,01067,3139.3600397070077,6530,3139.3600397070077,ground_only
01067030600,01,01067,3157.578056511753,1902,3157.578056511753,ground_only
01069040100,01,01069,3110.8448178454987,6063,3110.8448178454987,ground_only
01069040203,01,01069,3123.824991899506,3012,3123.824991899506,ground_only
01069040204,01,01069,3127.5416792338965,6517,3127.5416792338965,ground_only
01069040205,01,01069,3124.994526233416,5789,3124.994526233416,ground_only
01069040206,01,01069,3127.876693091597,4089,3127.876693091597,ground_only
01069040301,01,01069,3131.1245858604625,3723,3131.1245858604625,ground_only
01069040302,01,01069,3127.962182886353,4013,3127.962182886353,ground_only
01069040400,01,01069,3130.9278898420657,2650,3130.9278898420657,ground_only
01069040500,01,01069,3131.4531242505664,3586,3131.4531242505664,ground_only
01069040600,01,01069,3133.560080950602,1774,3133.560080950602,ground_only
01069040700,01,01069,3132.6617118678505,2763,3132.6617118678505,ground_only
01069040801,01,01069,3129.571699327645,5465,3129.571699327645,ground_only
01069040802,01,01069,3133.7164087317424,3950,3133.7164087317424,ground_only
01069040900,01,01069,3140.303892524189,5355,3140.303892524189,ground_only
01069041000,01,01069,3136.9034593171787,5362,3136.9034593171787,ground_only
01069041100,01,01069,3135.143718392419,3475,3135.143718392419,ground_only
01069041200,01,01069,3134.673594197734,2296,3134.673594197734,ground_only
01069041400,01,01069,3138.769546351978,3277,3138.769546351978,ground_only
01069041500,01,01069,3133.7876739308203,3856,3133.7876739308203,ground_only
01069041600,01,01069,3146.575751881468,5496,3146.575751881468,ground_only
01069041700,01,01069,3161.385058736079,1223,3161.385058736079,ground_only
01069041800,01,01069,3171.0413045178857,2039,3171.0413045178857,ground_only
01069041901,01,01069,3146.4355360967647,3095,3146.4355360967647,ground_only
01069041902,01,01069,3154.572837855602,4814,3154.572837855602,ground_only
01069042000,01,01069,3149.9468112186614,5338,3149.9468112186614,ground_only
01069042100,01,01069,3135.2092086648317,8020,3135.2092086648317,ground_only
01071950101,01,01071,3031.027219514233,3087,3031.027219514233,ground_only
01071950102,01,01071,3023.199202444303,2692,3023.199202444303,ground_only
01071950200,01,01071,3015.778188682516,3342,3015.778188682516,ground_only
01071950301,01,01071,2997.3635086832,2723,2997.3635086832,ground_only
01071950302,01,01071,3011.5188127375663,3185,3011.5188127375663,ground_only
01071950400,01,01071,2965.2857163682584,2100,2965.2857163682584,ground_only
01071950500,01,01071,2963.825711263999,3808,2963.825711263999,ground_only
01071950601,01,01071,2986.8885275600815,3791,2986.8885275600815,ground_only
01071950602,01,01071,2991.887010735044,2285,2991.887010735044,ground_only
01071950700,01,01071,2978.186285963826,4418,2978.186285963826,ground_only
01071950800,01,01071,2989.198816903469,4199,2989.198816903469,ground_only
01071950901,01,01071,2999.502813220077,1948,2999.502813220077,ground_only
01071950902,01,01071,2991.03568910547,4175,2991.03568910547,ground_only
01071951000,01,01071,3014.037003874519,4199,3014.037003874519,ground_only
01071951101,01,01071,3004.602780388241,4265,3004.602780388241,ground_only
01071951102,01,01071,2991.3030735667103,2401,2991.3030735667103,ground_only
01073000100,01,01073,2924.821206211532,2677,2924.821206211532,ground_only
01073000300,01,01073,2922.0387012801893,1354,2922.0387012801893,ground_only
01073000400,01,01073,2920.377992865927,3135,2920.377992865927,ground_only
01073000500,01,01073,2919.4324987359764,2995,2919.4324987359764,ground_only
01073000700,01,01073,2916.220311542621,1911,2916.220311542621,ground_only
01073000800,01,01073,2912.317064356808,2904,2912.317064356808,ground_only
01073001100,01,01073,2907.3513198331907,5062,2907.3513198331907,ground_only
01073001200,01,01073,2909.879575546284,2411,2909.879575546284,ground_only
01073001400,01,01073,2912.7996344141693,2188,2912.7996344141693,ground_only
01073001500,01,01073,2914.519645791236,2369,2914.519645791236,ground_only
01073001600,01,01073,2916.2452209378134,2849,2916.2452209378134,ground_only
01073001902,01,01073,2922.9537676254413,1676,2922.9537676254413,ground_only
01073002000,01,01073,2925.121482921668,4121,2925.121482921668,ground_only
01073002100,01,01073,2926.549082960356,2423,2926.549082960356,ground_only
01073002200,01,01073,2924.7210371588158,2458,2924.7210371588158,ground_only
01073002303,01,01073,2925.042813400828,2515,2925.042813400828,ground_only
01073002305,01,01073,2922.7338819353236,3023,2922.7338819353236,ground_only
01073002306,01,01073,2923.1570665129234,4016,2923.1570665129234,ground_only
01073002401,01,01073,2919.519880685367,2283,2919.519880685367,ground_only
01073002402,01,01073,2918.328505889638,1456,2918.328505889638,ground_only
01073002701,01,01073,2916.017538389558,1151,2916.017538389558,ground_only
01073002702,01,01073,2915.4444958313766,2099,2915.4444958313766,ground_only
01073002900,01,01073,2913.6073995107977,1499,2913.6073995107977,ground_only
01073003001,01,01073,2910.4322324935597,3501,2910.4322324935597,ground_only
01073003002,01,01073,2912.0018187669143,2550,2912.0018187669143,ground_only
01073003100,01,01073,2908.6074881771265,3688,2908.6074881771265,ground_only
01073003200,01,01073,2907.243821148377,1141,2907.243821148377,ground_only
01073003300,01,01073,2906.50678892462,1776,2906.50678892462,ground_only
